,ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,Title-Tokens,Author-Tokens,Publisher-Tokens
11316,0060001941,A Tree Grows in Brooklyn,betty smith,2001,HarperCollins,"['tree', 'grows', 'brooklyn']","['betty', 'smith']",['harpercollins']
11317,0425152499,Practical Magic,alice hoffman,1996,Berkley Publishing Group,"['practical', 'magic']","['alice', 'hoffman']","['berkley', 'group']"
11318,044900578X,"Welcome to the World, Baby Girl (Ballantine Reader's Circle)",fannie flagg,2001,Ballantine Books,"['welcome', 'world', 'baby', 'girl', 'ballantine', 'reader', 'circle']","['fannie', 'flagg']",['ballantine']
11319,0679735879,The Unconsoled,kazuo ishiguro,1997,Vintage Books USA,['unconsoled'],"['kazuo', 'ishiguro']","['vintage', 'usa']"
11320,0425164845,Glimmer (Berkeley Signature Edition),annie waters,1998,Berkley Publishing Group,"['glimmer', 'berkeley', 'signature', 'edition']","['annie', 'waters']","['berkley', 'group']"
11321,1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live & Learn & Pass It on)",h jackson brown,1992,Thomas Nelson,"['live', 'learn', 'pas', 'people', 'age', '5', '95', 'share', 'theyve', 'discovered', 'life', 'love', 'good', 'stuff', 'live', 'learn', 'pas']","['h', 'jackson', 'brown']","['thomas', 'nelson']"
11322,0553344862,The River Why,david james duncan,1988,Bantam,['river'],"['david', 'james', 'duncan']",['bantam']
11323,060961097X,The Clan of the Cave Bear,jean m auel,2001,Crown Publishing Group,"['clan', 'cave', 'bear']","['jean', 'm', 'auel']","['crown', 'group']"
11324,042516246X,Bitterroot Landing,sheri reynolds,1997,Berkley Publishing Group,"['bitterroot', 'landing']","['sheri', 'reynolds']","['berkley', 'group']"
11325,0060925493,Feather Crowns,bobbie ann mason,1994,Perennial,"['feather', 'crown']","['bobbie', 'ann', 'mason']",['perennial']
11326,0679431403,Poison,kathryn harrison,1995,Random House Inc,['poison'],"['kathryn', 'harrison']","['random', 'house', 'inc']"
11327,0395644976,School for the Blind,dennis mcfarland,1994,Houghton Mifflin Company,"['school', 'blind']","['dennis', 'mcfarland']","['houghton', 'mifflin', 'company']"
11328,0380715929,Mother Earth Father Sky,sue harrison,1991,Avon,"['mother', 'earth', 'father', 'sky']","['sue', 'harrison']",['avon']
11329,0316313084,Annunciation : A Novel,ellen gilchrist,1985,Back Bay Books,"['annunciation', 'novel']","['ellen', 'gilchrist']","['back', 'bay']"
11330,0312969198,A Cold Day in Paradise (Alex McKnight Mysteries (Paperback)),steve hamilton,2000,St. Martin's Minotaur,"['cold', 'day', 'paradise', 'alex', 'mcknight', 'mystery']","['steve', 'hamilton']","['st', 'martin', 'minotaur']"
11331,0802135331,Moon Tiger,penelope lively,1997,Grove Press,"['moon', 'tiger']","['penelope', 'lively']",['grove']
11332,0684853302,"The Touch : A Novel (Mccullough, Colleen)",colleen mccullough,2003,Simon & Schuster,"['touch', 'novel', 'mccullough', 'colleen']","['colleen', 'mccullough']","['simon', 'schuster']"
11333,0446613444,The Black Ice,michael connelly,2003,Warner Vision,"['black', 'ice']","['michael', 'connelly']","['warner', 'vision']"
11334,0399137769,Driving Force,dick francis,1992,Putnam Pub Group,"['driving', 'force']","['dick', 'francis']","['putnam', 'pub', 'group']"
11335,0399150900,Capital Crimes,stuart woods,2003,Putnam Publishing Group,"['capital', 'crime']","['stuart', 'woods']","['putnam', 'group']"
11336,0446530891,Split Second,david baldacci,2003,Warner Books,"['split', 'second']","['david', 'baldacci']",['warner']
11337,0380713608,A Morning for Flamingos,james l burke,1991,Avon,"['morning', 'flamingo']","['james', 'l', 'burke']",['avon']
11338,0140016481,Lucky Jim,kingsley amis,1970,Penguin Books Ltd,"['lucky', 'jim']","['kingsley', 'amis']","['penguin', 'ltd']"
11339,038073267X,Sacred and Profane (Peter Decker & Rina Lazarus Novels (Paperback)),faye kellerman,1999,Avon,"['sacred', 'profane', 'peter', 'decker', 'rina', 'lazarus', 'novel']","['faye', 'kellerman']",['avon']
11340,0061091316,Lost Boys,orson scott card,1993,HarperTorch,"['lost', 'boy']","['orson', 'scott', 'card']",['harpertorch']
11341,0778320359,The Ocean Between Us (Mira),susan wiggs,2004,Mira,"['ocean', 'u', 'mira']","['susan', 'wiggs']",['mira']
11342,3423084049,Der Englishche Patient,michael ondaatje,1997,Deutscher Taschenbuch Verlag (DTV),"['der', 'englishche', 'patient']","['michael', 'ondaatje']","['deutscher', 'taschenbuch', 'verlag', 'dtv']"
11343,0446400335,Pennies on a Dead Woman's Eyes,marcia muller,1993,Warner Books,"['penny', 'dead', 'woman', 'eye']","['marcia', 'muller']",['warner']
11344,0786889187,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),james lee burke,1997,Hyperion,"['cadillac', 'jukebox', 'dave', 'robicheaux', 'mystery']","['james', 'lee', 'burke']",['hyperion']
11345,0393040372,The Bear Comes Home,rafi zabor,1997,W. W. Norton & Company,"['bear', 'come', 'home']","['rafi', 'zabor']","['ww', 'norton', 'company']"
11346,0380816849,Dead North: An Alaska Mystery,sue henry,2002,Avon,"['dead', 'north', 'alaska', 'mystery']","['sue', 'henry']",['avon']
11347,0929264576,You Might Be a Redneck If...,jeff foxworthy,1989,Longstreet Press,"['might', 'redneck']","['jeff', 'foxworthy']",['longstreet']
11348,084394854X,Wicked Angel,shirl henke,2001,Leisure Books,"['wicked', 'angel']","['shirl', 'henke']",['leisure']
11349,3453099737,Azrael.,wolfgang hohlbein,1996,Heyne,['azrael'],"['wolfgang', 'hohlbein']",['heyne']
11350,3257230230,Kalt Ist Der Abendhauch,ingrid noll,1999,Diogenes,"['kalt', 'ist', 'der', 'abendhauch']","['ingrid', 'noll']",['diogenes']
11351,3499226960,Der Himmel unter der Stadt.,colum mccann,2000,Rowohlt Tb.,"['der', 'himmel', 'unter', 'der', 'stadt']","['colum', 'mccann']","['rowohlt', 'tb']"
11352,3462028189,Crazy,benjamin lebert,2000,"Kiepenheuer & Witsch GmbH & Co. KG, Verlag",['crazy'],"['benjamin', 'lebert']","['kiepenheuer', 'witsch', 'gmbh', 'co', 'kg', 'verlag']"
11353,0609809105,"I, Elizabeth: A Novel",rosalind miles,2003,Three Rivers Press (CA),"['elizabeth', 'novel']","['rosalind', 'miles']","['three', 'river', 'ca']"
11354,0553268929,The Great Santini,pat conroy,1987,Bantam Books,"['great', 'santini']","['pat', 'conroy']",['bantam']
11355,0399142649,The Maze,catherine coulter,1997,Putnam Publishing Group,['maze'],"['catherine', 'coulter']","['putnam', 'group']"
11356,0142001422,The Pickup,nadine gordimer,2002,Penguin Books,['pickup'],"['nadine', 'gordimer']",['penguin']
11357,0440201969,Bluebeard,kurt vonnegut,1988,Dell Publishing Company,['bluebeard'],"['kurt', 'vonnegut']","['dell', 'company']"
11358,0805000321,A Fine and Pleasant Misery,patrick f mcmanus,1987,Owl Books (NY),"['fine', 'pleasant', 'misery']","['patrick', 'f', 'mcmanus']","['owl', 'ny']"
11359,0805000305,"They Shoot Canoes, Don't They?",patrick f mcmanus,1982,Owl Books (NY),"['shoot', 'canoe', 'dont']","['patrick', 'f', 'mcmanus']","['owl', 'ny']"
11360,0805001115,The Grasshopper Trap,patrick f mcmanus,1986,Owl Books,"['grasshopper', 'trap']","['patrick', 'f', 'mcmanus']",['owl']
11361,0805013407,The Night the Bear Ate Goombaw,patrick r mcmanus,1990,Owl Books (NY),"['night', 'bear', 'ate', 'goombaw']","['patrick', 'r', 'mcmanus']","['owl', 'ny']"
11362,0805009124,Rubber Legs and White Tail-Hairs,patrick f mcmanus,1988,Owl Books,"['rubber', 'leg', 'white', 'tailhairs']","['patrick', 'f', 'mcmanus']",['owl']
11363,0394823370,The Lorax,dr seuss,1971,Random House Children's Books,['lorax'],"['dr', 'seuss']","['random', 'house', 'childrens']"
11364,0380767600,Lover in the Rough,elizabeth lowell,1994,Avon,"['lover', 'rough']","['elizabeth', 'lowell']",['avon']
11365,0440775825,Ralph S. Mouse,not applicable na,1983,Bantam Dell Pub Group,"['ralph', 'mouse']","['not', 'applicable', 'na']","['bantam', 'dell', 'pub', 'group']"
11366,0717283534,Lion King Disney,disney,1989,Stoddart+publishing,"['lion', 'king', 'disney']",['disney'],['stoddartpublishing']
11367,0717283208,Prince and the Pauper Walt Disney,disney,1993,Stoddart+publishing,"['prince', 'pauper', 'walt', 'disney']",['disney'],['stoddartpublishing']
11368,0679967389,"Arthur's Reading Race (Step-Into-Reading, Step 3)",marc tolon brown,1996,Random House Books for Young Readers,"['arthur', 'reading', 'race', 'stepintoreading', 'step', '3']","['marc', 'tolon', 'brown']","['random', 'house', 'young', 'reader']"
11369,0307123200,Grover's Book of Cute Things to Touch (Golden Sturdy Shape),constance allen,1990,Random House Childrens Books,"['grovers', 'book', 'cute', 'thing', 'touch', 'golden', 'sturdy', 'shape']","['constance', 'allen']","['random', 'house', 'childrens']"
11370,0553055739,"Mickey Meets the Giant (Walt Disney's Fun-to-Read Library, #1)",walt disney productions,1985,Bantam Doubleday Dell,"['mickey', 'meet', 'giant', 'walt', 'disney', 'funtoread', 'library', '1']","['walt', 'disney', 'productions']","['bantam', 'doubleday', 'dell']"
11371,0394826264,"Walt Disney's Pinocchio and His Puppet Show Adventure (Disney's Wonderful World of Reading Series, Number 10)",walt disney productions,1973,Random House Childrens Books,"['walt', 'disney', 'pinocchio', 'puppet', 'show', 'adventure', 'disney', 'wonderful', 'world', 'reading', 'series', 'number', '10']","['walt', 'disney', 'productions']","['random', 'house', 'childrens']"
11372,1567189644,Llewellyn's 2001 Moon Sign Book and Gardening Almanac,not applicable na,2000,Llewellyn Pubns,"['llewellyns', '2001', 'moon', 'sign', 'book', 'gardening', 'almanac']","['not', 'applicable', 'na']","['llewellyn', 'pubns']"
11373,157062187X,A Brief History of Everything,ken wilber,1996,Shambhala,"['brief', 'history', 'everything']","['ken', 'wilber']",['shambhala']
11374,0898154901,The Moosewood Cookbook,mollie katzen,1992,Ten Speed Pr,"['moosewood', 'cookbook']","['mollie', 'katzen']","['ten', 'speed', 'pr']"
11375,0679781382,Asylum (Vintage Contemporaries),patrick mcgrath,1998,Vintage Books USA,"['asylum', 'vintage', 'contemporary']","['patrick', 'mcgrath']","['vintage', 'usa']"
11376,0684842696,UNDERWORLD,don delillo,1997,Scribner,['underworld'],"['don', 'delillo']",['scribner']
11377,0609600664,Dave Barry Is from Mars and Venus,dave barry,1997,Random House Inc,"['dave', 'barry', 'mar', 'venus']","['dave', 'barry']","['random', 'house', 'inc']"
11378,0553244582,Zen and the Art of Motorcycle Maintenance,robert m pirsig,1981,Bantam Doubleday Dell,"['zen', 'art', 'motorcycle', 'maintenance']","['robert', 'm', 'pirsig']","['bantam', 'doubleday', 'dell']"
11379,0345367413,Setting Free the Bears,john irving,1990,Ballantine Books,"['setting', 'free', 'bear']","['john', 'irving']",['ballantine']
11380,1881273156,The Five Love Languages: Five Love Languages,gary chapman,2005,Moody Publishers,"['five', 'love', 'language', 'five', 'love', 'language']","['gary', 'chapman']","['moody', 'publisher']"
11381,1561706086,The Indigo Children: The New Kids Have Arrived,lee carroll,1999,Light Technology Publishing,"['indigo', 'child', 'new', 'kid', 'arrived']","['lee', 'carroll']","['light', 'technology']"
11382,039480077X,Horton Hatches the Egg,dr seuss,1966,Random House Children's Books,"['horton', 'hatch', 'egg']","['dr', 'seuss']","['random', 'house', 'childrens']"
11383,0201135493,The Mensa Genius Quiz-A-Day Book,abbie f dr salny,1989,Addison Wesley Publishing Company,"['mensa', 'genius', 'quizaday', 'book']","['abbie', 'f', 'dr', 'salny']","['addison', 'wesley', 'company']"
11384,0786012633,Buried Memories,irene pence,2001,Pinnacle Books,"['buried', 'memory']","['irene', 'pence']",['pinnacle']
11385,0441748600,To Sail Beyond the Sunset,robert heinlein,1996,Ace Books,"['sail', 'beyond', 'sunset']","['robert', 'heinlein']",['ace']
11386,0380978563,Home for the Holidays,johanna lindsey,2000,William Morrow & Company,"['home', 'holiday']","['johanna', 'lindsey']","['william', 'morrow', 'company']"
11387,1558749780,Chicken Soup for the Teacher's Soul: Stories to Open the Hearts and Rekindle the Spirit of Educators,jack canfield,2002,Health Communications,"['chicken', 'soup', 'teacher', 'soul', 'story', 'open', 'heart', 'rekindle', 'spirit', 'educator']","['jack', 'canfield']","['health', 'communication']"
11388,0345325222,Ride the Wind,lucia st clair robson,1985,Ballantine Books,"['ride', 'wind']","['lucia', 'st', 'clair', 'robson']",['ballantine']
11389,0670891592,The Second Silence,eileen goudge,2000,Viking Books,"['second', 'silence']","['eileen', 'goudge']",['viking']
11390,0517064871,Dean R. Koontz: Three Complete Novels : The Servants of Twilight; Darkfall; Phantoms,dean koontz,1991,Wings,"['dean', 'r', 'koontz', 'three', 'complete', 'novel', 'servant', 'twilight', 'darkfall', 'phantom']","['dean', 'koontz']",['wing']
11391,0553295284,Otherness,david brin,1994,Bantam,['otherness'],"['david', 'brin']",['bantam']
11392,0345421949,Roads Not Taken: Tales of Alternate History,gardner dozois,1998,Del Rey Books,"['road', 'taken', 'tale', 'alternate', 'history']","['gardner', 'dozois']","['del', 'rey']"
11393,0330246674,Porterhouse Blue,tom sharpe,1992,Pan Books Ltd,"['porterhouse', 'blue']","['tom', 'sharpe']","['pan', 'ltd']"
11394,0141300477,Wicked!: All Six Parts in One Book: Single Volume Containing All 6 Parts,paul jennings,1999,Penguin Books Australia Ltd,"['wicked', 'six', 'part', 'one', 'book', 'single', 'volume', 'containing', '6', 'part']","['paul', 'jennings']","['penguin', 'australia', 'ltd']"
11395,0345362470,Jack the Bodiless (Galactic Milieu Trilogy),julian may,1993,Del Rey Books,"['jack', 'bodiless', 'galactic', 'milieu', 'trilogy']","['julian', 'may']","['del', 'rey']"
11396,0316154059,City of Bones,michael connelly,2002,Warner Books,"['city', 'bone']","['michael', 'connelly']",['warner']
11397,0201632950,Mama Makes Up Her Mind: And Other Dangers of Southern Living,bailey white,1993,Perseus Publishing,"['mama', 'make', 'mind', 'danger', 'southern', 'living']","['bailey', 'white']",['perseus']
11398,0671673661,I'LL BE SEEING YOU,mary higgins clark,1993,Simon & Schuster,"['ill', 'seeing']","['mary', 'higgins', 'clark']","['simon', 'schuster']"
11399,0451190009,Falsely Accused,robert k tanenbaum,1997,Signet Book,"['falsely', 'accused']","['robert', 'k', 'tanenbaum']","['signet', 'book']"
11400,1551660490,Two Alone,kenneth t brown,1995,Mira,"['two', 'alone']","['kenneth', 't', 'brown']",['mira']
11401,0060000961,Windtalkers,max a collins,2001,HarperEntertainment,['windtalker'],"['max', 'a', 'collins']",['harperentertainment']
11402,0425174379,Other People's Children,joanna trollope,2000,Berkley Publishing Group,"['people', 'child']","['joanna', 'trollope']","['berkley', 'group']"
11403,0399138994,Mr. Murder,dean r koontz,1993,Putnam Pub Group,"['mr', 'murder']","['dean', 'r', 'koontz']","['putnam', 'pub', 'group']"
11404,0517887940,Feng Shui Step by Step: Arranging Your Home for Health and Happiness-With Personalized Astrological Charts,t raphael simons,1996,Crown Publishing Group (NY),"['feng', 'shui', 'step', 'step', 'arranging', 'home', 'health', 'happinesswith', 'personalized', 'astrological', 'chart']","['t', 'raphael', 'simons']","['crown', 'group', 'ny']"
11405,0440117658,Deadeye Dick,kurt jr vonnegut,1996,Dell Publishing Company,"['deadeye', 'dick']","['kurt', 'jr', 'vonnegut']","['dell', 'company']"
11406,0802140122,Twelve,nick mcdonell,2003,Grove Press,['twelve'],"['nick', 'mcdonell']",['grove']
11407,0375406522,Otherwise Engaged : a Novel,suzanne finnamore,1999,Random House Inc,"['otherwise', 'engaged', 'novel']","['suzanne', 'finnamore']","['random', 'house', 'inc']"
11408,0743400445,"The Faith Trials, Vol. 1",james laurence,2001,Simon Spotlight Entertainment,"['faith', 'trial', 'vol', '1']","['james', 'laurence']","['simon', 'spotlight', 'entertainment']"
11409,0767917413,"I Don't Mean to Be Rude, But... : Backstage Gossip from American Idol & the Secrets that Can Make You a Star",simon cowell,2003,Broadway Books,"['dont', 'mean', 'rude', 'backstage', 'gossip', 'american', 'idol', 'secret', 'make', 'star']","['simon', 'cowell']",['broadway']
11410,0385494505,In the Drink,kate christensen,1999,Doubleday,['drink'],"['kate', 'christensen']",['doubleday']
11411,0894808850,Jewish As a Second Language,molly katz,1991,Workman Publishing,"['jewish', 'second', 'language']","['molly', 'katz']",['workman']
11412,0684825406,The BLACK ALBUM,hanif kureishi,1996,Scribner,"['black', 'album']","['hanif', 'kureishi']",['scribner']
11413,0399143661,Election,tom perrotta,1998,Putnam Pub Group,['election'],"['tom', 'perrotta']","['putnam', 'pub', 'group']"
11414,0156787326,Room of One's Own,virginia woolf,1979,Harvest Books,"['room', 'one']","['virginia', 'woolf']",['harvest']
11415,0590298380,Amalia (California Diaries),ann m martin,1997,Apple,"['amalia', 'california', 'diary']","['ann', 'm', 'martin']",['apple']
11416,0140062718,The Rebel Angels,robertson davies,1983,Penguin Books,"['rebel', 'angel']","['robertson', 'davies']",['penguin']
11417,0451527666,Ethan Frome (Signet Classics (Paperback)),edith wharton,2000,Signet Book,"['ethan', 'frome', 'signet', 'classic']","['edith', 'wharton']","['signet', 'book']"
11418,1558500510,365 Tv-Free Activities You Can Do With Your Child,steve bennett,1991,Adams Media Corp,"['365', 'tvfree', 'activity', 'child']","['steve', 'bennett']","['adam', 'medium', 'corp']"
11419,0671748416,The Way Men Act: A Novel,elinor lipman,1993,Washington Square Press,"['way', 'men', 'act', 'novel']","['elinor', 'lipman']","['washington', 'square']"
11420,0156005042,But I Love You Anyway (Harvest American Writing),sara lewis,1997,Harvest Books,"['love', 'anyway', 'harvest', 'american', 'writing']","['sara', 'lewis']",['harvest']
11421,0140112529,Eighty-Sixed (Contemporary Amer Fiction),david b feinberg,1989,Penguin Books,"['eightysixed', 'contemporary', 'amer', 'fiction']","['david', 'b', 'feinberg']",['penguin']
