ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
014019536X,drawing down the moon witches druids goddessworshippers and other pagans in america today,margot adler,1997,Penguin Books
0380816555,practical demonkeeping,christopher moore,2000,Perennial
0684848066,in the meantime  finding yourself and the love you want,iyanla vanzant,1999,Fireside
0449211827,plague dogs,richard adams,1986,Fawcett
0441627404,the once and future king,th white,1987,Ace Books
0553562738,doomsday book,connie willis,1993,Spectra Books
0380708892,merlin the pendragon cycle  book 2,stephen r lawhead,1990,Eos
038070613X,taliesin  book one of the pendragon cycle pendragon cycle,stephen r lawhead,1990,Avon
0380805421,smart vs pretty,valerie frankel,2000,Avon Trade
0375708707,where you once belonged,kent haruf,2000,Vintage Books
0802134475,rain,kirsty gunn,1996,Grove Press
0151003084,the gashlycrumb tinies,edward gorey,1997,Harcourt
0553274066,triumph of the darksword darksword trilogy,margaret weis,1997,Spectra
0340767278,soldiers return uk,melvyn bragg,0,Trafalgar Square
042516098X,hornets nest,patricia daniels cornwell,1998,Berkley Publishing Group
0446613266,four blind mice,james patterson,2003,Warner Books
038549081X,the handmaids tale  a novel,margaret atwood,1998,Anchor
0312267460,headlong bestselling backlist,michael frayn,2000,Picador USA
0552998486,chocolat,joanne harris,2000,Black Swan
0099759713,rancid aluminum,james hawes,0,Trafalgar Square
1853260193,vanity fair wordsworth collection,william makepeace thackeray,1998,NTC/Contemporary Publishing Company
1853260967,confessions of an english opium eater,t de quincey,1999,Lb May & Assoc Inc
0140440151,madame bovary classics s,gustave flaubert,1970,Penguin Books Ltd
0671041789,the green mile,stephen king,1999,Pocket
0439139597,harry potter and the goblet of fire book 4,jk rowling,2000,Scholastic
0439064864,harry potter and the chamber of secrets book 2,jk rowling,1999,Scholastic
1575665379,the 10th kingdom hallmark entertainment books,kathryn wesley,2000,Kensington Publishing Corporation
0441005489,redwall redwall book 1,brian jacques,1998,Ace Books
0064470059,where the lilies bloom,bill cleaver,1989,HarperTrophy
0380726297,sacred,dennis lehane,1998,HarperTorch
0553292056,another roadside attraction,tom robbins,1991,Bantam
0553213512,the time machine bantam classics,hg wells,1984,Bantam
0060933577,faithless tales of transgression,joyce carol oates,2002,Ecco
044023672X,answered prayers,danielle steel,2003,Dell
0394839129,i can read with my eyes shut i can read it all by myself beginner books,dr seuss,1978,Random House Children's Books
0440180295,slaughterhouse five or the childrens crusade a duty dance with death,kurt vonnegut,1991,Laurel
0884270610,the goal a process of ongoing improvement,eliyahu m goldratt,1992,North River Press
351836605X,stiller,max frisch,1954,Suhrkamp
1573229083,my dream of you,nuala ofaolain,2002,Riverhead Books
034540047X,the hotel new hampshire,john irving,1995,Ballantine Books
0140255842,drinking the rain,alix kates shulman,1996,Penguin Books
0380805995,kiss of the bees a novel of suspense,ja jance,2001,Avon
0449003795,p is for peril,sue grafton,2002,Ballantine Books
0060935464,to kill a mockingbird,harper lee,2002,Perennial Classics
0446322180,name of the rosenla,umberto eco,1984,Warner Books
1551668998,beach house,mary alice monroe,2002,Mira
0515116173,decider,dick francis,1995,Jove Books
042516828X,sudden mischief,robert b parker,1999,Berkley Publishing Group
1853261092,black beauty wordsworth collection,a sewell,1998,NTC/Contemporary Publishing Company
8479534451,,spencer johnson,1999,Urano Ediciones S.A.
0446519081,the tenth insight  holding the vision,james redfield,1996,Warner Books
044651862X,the celestine prophecy celestine prophecy,james redfield,1994,Warner Books
0767902335,work as a spiritual practice  a practical buddhist approach to inner growth and satisfaction on the job,lewis richmond,2000,Broadway
1577311523,the power of now a guide to spiritual enlightenment,eckhart tolle,1999,New World Library
1882723007,embraced by the light,betty j eadie,1992,Gold Leaf Press (MI)
0883681056,the practice of the presence of god,brother lawrence,1982,Whitaker House
0874776945,the artists way  a spiritual path to higher creativity,julia cameron,1992,Jeremy P. Tarcher
043935806X,harry potter and the order of the phoenix book 5,jk rowling,2003,Scholastic
0875423248,modern magick eleven lessons in the high magickal arts llewellyns high magick,donald michael kraig,1988,Llewellyn Publications
0425158640,idoru,william gibson,1997,Berkley Publishing Group
068483183X,touched with fire manic depressive illness and the artistic temperament,kay redfield jamison,1996,Free Press
0380723336,bully  does anyone deserve to die,jim schutze,1998,Avon
0553210823,the canterbury tales bantam classics,geoffrey chaucer,1982,Bantam
0140304770,a wizard of earthsea pelican books,ursula k le guin,1971,Penguin Books
0140444572,the aeneid penguin classics,virgil,1991,Penguin Books
0553213113,mobydick,herman melville,1981,Bantam
0440225922,the poyson garden an elizabethan i mystery elizabeth i mysteries ,karen harper,2000,Dell Publishing Company
0099993805,pelican brief,john grisham,0,Trafalgar Square
0060988258,running in heels a novel,anna maxted,2002,Regan Books
0451184963,insomnia,stephen king,1995,Signet Book
0440220602,the chamber,john grisham,1995,Dell Publishing Company
0821766929,when darkness falls,shannon drake,2000,Zebra Books
0671721135,through the ice,piers anthony,1992,Baen
0786864516,the hungry ocean  a swordboat captains journey,linda greenlaw,1999,Hyperion
042513525X,hideaway,dean r koontz,1992,Berkley Publishing Group
0399149422,the cat who brought down the house,lilian jackson braun,2003,Putnam Publishing Group
0440972329,a ring of endless light austin family,madeleine lengle,1981,Laure Leaf
0451156609,the tommyknockers,stephen king,1994,Signet Book
0380016699,your erroneous zones,wayne w dyer,1977,Avon Books
034530988X,friday,robert heinlein,1988,Del Rey Books
9722105248,o evangelho segundo jesus cristo romance,,1991,Caminho
2020239302,le vieux qui lisait les romans damour,luis sepulveda,0,Points French
8432055913,,terenci moix,1986,Lectorum Pubns (J)
060980748X,a trip to the beach living on island time in the caribbean,melinda blanchard,2001,Three Rivers Press (CA)
1400031354,tears of the giraffe no 1 ladies detective agency,alexander mccall smith,2002,Anchor
0394578198,polar star,martin cruz smith,1989,Random House Inc
2290318329,lhomme aux cercles bleus,fred vargas,2002,J'ai lu
0553278118,doctors,erich segal,1989,Bantam Books
0590477412,deep trouble goosebumps no 19,rl stine,1996,Scholastic
0425170349,rainbow six,tom clancy,2004,Berkley Publishing Group
0425068064,three blind mice and other stories,agatha christie,1997,Berkley Publishing Group
0312975120,the unexpected guest a mystery,agatha christie,2000,St. Martin's Press
0590433865,goodbye stacey goodbye babysitters club ,ann m martin,1993,Scholastic Paperbacks
0486270556,six great sherlock holmes stories dover thrift editions,arthur conan sir doyle,1992,Dover Publications
0380709538,runaway ralph cleary reissue,beverly cleary,1991,HarperTrophy
0743400526,she said yes  the unlikely martyrdom of cassie bernall,misty bernall,2000,Pocket
0451188497,flawless,adam barrow,1996,Signet Book
0671695169,midnight whispers cutler,vc andrews,1992,Pocket
0671695142,twilights child cutler,vc andrews,1992,Pocket
0671729462,my sweet audrina,vc andrews,1990,Pocket
0446608955,a walk to remember,nicholas sparks,2000,Warner Books
0679417397,1984 everymans library,george orwell,1992,Everyman's Library
0679779159,how proust can change your life not a novel,alain de botton,1998,Vintage Books USA
1550546007,why i hate canadians,will ferguson,1999,Harpercollins Canada
0440204194,firefly summer,maeve binchy,1989,Dell
0451408721,deadly exposure,leonard goldberg,2000,Signet Book
0884042693,dianetics the modern science of mental health a handbook of dianetics procedure,l ron hubbard,1986,Bridge Publications
8804375914,il sentiero dei nidi di ragno oscar mondadori,italo calvino,1995,A. Mondadori
0586087060,danzigers travels beyond forbidden frontiers,nick danziger,1993,Flamingo
0449221032,elephant song,wilbur smith,1995,Fawcett
0449218473,journey,james a michener,1994,Fawcett Books
0060926015,mary kay  the story of americas most dynamic businesswoman,mary kay ash,1994,Perennial Currents
8433920863,relatos de los inesperado,roald dahl,1995,Anagrama
8807816814,tre cavalli,erri de luca,2002,Distribooks Inc
3404149114,,ken follett,2003,LÃ?ÃÂ¼bbe
2277229938,les nuits fauvessavage nights,collard,1994,Distribooks Inc
2253150908,lalchimiste,paulo coelho,2002,LGF
2253044911,les dames du lac tome 1,marion zimmer bradley,1988,LGF
2253033138,le nom de la rose,umberto eco,2002,LGF
067972883X,the optimists daughter,eudora welty,1990,Vintage Books USA
0440414806,holes yearling newbery,louis sachar,2000,Yearling
0689825587,silverwing,kenneth oppel,1999,Aladdin
1586480499,war is a force that gives us meaning,chris hedges,2002,PublicAffairs
0380821214,eric discworld novels ,terry pratchett,2002,HarperTorch
014038572X,the outsiders now in speak,se hinton,1997,Puffin Books
846630679X,la caverna  a caverna,jose saramago,2002,Punto de Lectura
0140621334,three men in a boat to say nothing of the dog penguin popular classics,jerome k jerome,1994,Penguin Books Ltd
0440241073,the summons,john grisham,2002,Dell Publishing Company
0553277243,time flies,bill cosby,1988,Bantam
0553287303,second child,john saul,1997,Bantam Books
0451190521,the green mile the mouse on the mile green mile series,stephen king,1996,Signet Book
0451190491,the two dead girls green mile series,stephen king,1996,Signet Book
0440204429,perfect victim,christine mcguire,1989,Dell Publishing Company
2266102621,les heures  the hours,michael cunningham,2001,Pocket (FR)
202025462X,hygiene de lassassin,amelie nothomb,2002,European Book Co
2253044903,le parfum  histoire dun meurtrier,,1988,LGF
2253152846,metaphysique des tubes,amelie nothomb,2002,Distribooks Inc
2290312959,des fleurs pour algernon,daniel keyes,2001,J'ai lu
0345350804,the best of h p lovecraft bloodcurdling tales of horror and the macabre,hp lovecraft,1987,Del Rey
0743203178,nothing like it in the world  the men who built the transcontinental railroad 18631869,stephen e ambrose,2001,Simon & Schuster
0884042847,the enemy within mission earth vol 3,l ron hubbard,1988,Bridge Publications
0380003821,dispossessed,ursula k le guin,1985,Avon Books
0553205315,road to gandolfo,robert ludlum,1992,Bantam Doubleday Dell
8472234320,malena es un nombre de tango andanzas,almudena grandes,2002,Tusquets
0449227421,the third twin,ken follett,1997,Fawcett Books
3442430879,schau dich nicht um,joy fielding,1995,Goldmann
3426600218,dinoparkjurassic park,michael crichton,1994,Distribooks Inc
3442723833,,zoe jenny,1999,btb
0525244581,the tao of pooh,benjamin hoff,1982,Dutton Books
0440414121,the watsons go to birmingham  1963 yearling newbery,christopher paul curtis,1997,Yearling
3442441080,im angesicht des feindes,elizabeth george,1998,Goldmann
0805010858,i is for innocent a kinsey millhone mystery,sue grafton,1992,Henry Holt & Company
0963622927,sign with your baby  how to communicate with infants before they can speak book only,burton white,1999,Northlight Communications
1558506462,small miracles extraordinary coincidences from everyday life,yitta halberstam,1997,Adams Media Corporation
0140245480,the red queen sex and the evolution of human nature,matt ridley,1995,Penguin (Non-Classics)
0451167716,the godfather,mario puzo,2004,Signet Book
0440203430,crimson joy,robert b parker,1997,Dell Publishing Company
0446606324,the winner,david baldacci,1998,Warner Vision
1593080077,jane eyre barnes  noble classics,charlotte bronte,2003,Barnes & Noble Books-Imports
0446604089,the best laid plans,sidney sheldon,1998,Warner Books
0446603287,a wild and lonely place sharon mccone mysteries ,marcia muller,1996,Warner Books
0451202473,bones,jan burke,2001,Signet Book
0804119937,the trials of angela,millie criswell,2002,Ivy Books
1558746986,chicken soup for the unsinkable soul  stories of triumphing over lifes obstacles,jack canfield,1999,Health Communications
0515132187,the villa,nora roberts,2002,Jove Books
0394758439,cultural literacy what every american needs to know,ed hirsch jr,1988,Vintage Books USA
0449213447,the chosen,chaim potok,1995,Fawcett Books
0446670251,the virgin suicides,jeffrey eugenides,1994,Warner Books
8817660590,seta la scala,alessandro baricco,1996,Rizzoli
8885989403,va dove ti porta il cuore romanzi e racconti,susanna tamaro,1994,Baldini & Castoldi
8807809907,terra,benni,0,Feltrinelli
0061098736,murder in spokane,mark fuhrman,2002,Avon Books
0671015842,mr macgregor,alan titchmarsh,1999,Simon & Schuster (Trade Division)
0140622144,to the lighthouse penguin popular classics,virginia woolf,1996,Penguin Books Ltd
0425154092,from potters field,patricia daniels cornwell,1996,Berkley Publishing Group
0425179613,its not about the bike my journey back to life,lance armstrong,2001,Berkley Publishing Group
0375724370,anils ghost vintage international,michael ondaatje,2001,Vintage Books USA
0446677671,sidetracked home executivestm  from pigpen to paradise,pam young,2001,Warner Books
3453127013,der regenmacher,john grisham,1997,Heyne
0671014196,the summerhouse,jude deveraux,2002,Pocket
0688171877,ahabs wife or the stargazer a novel,sena jeter naslund,1999,William Morrow
0871136791,cold mountain,charles frazier,1997,Atlantic Monthly Press
0684814773,the quit,evan harris,1996,Simon & Schuster
055321277X,dr jekyll and mr hyde bantam classics,robert louis stevenson,1982,Bantam
