ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
044098761X,A Wind in the Door (Laurel Leaf Books),madeleine lengle,1976,Laure Leaf
0553257048,The Postman,david brin,1986,Bantam Books
0441585558,Nobody Lives Forever,john gardner,1987,Penguin Putnam~mass
0345343581,Kate Vaiden,reynolds price,1991,Ballantine Books
0380899825,Hearts Aflame,johanna lindsey,1987,Avon
0671640127,FLIGHT OF INTRUDER,stephen coonts,1987,Pocket
0812555112,Faun & Games (Xanth),piers anthony,1998,Tor Fantasy
0553282204,Bingo,rita mae brown,1989,Bantam Books
0394756886,"Bright lights, big city: A novel",jay mcinerney,1987,Vintage Books
037382503X,"Tyler #3 Wisconsin Wedding (Tyler, No 3)",carla neggers,1992,Harlequin
0689806590,Bunnicula: A Rabbit-Tale of Mystery,deborah howe,1996,Aladdin
0515090220,The Colonels (Brotherhood of War),web griffin,1995,Jove Books
0425120430,Day of the Cheetah,dale brown,1993,Berkley Publishing Group
0425052478,License Renewed,john gardner,1982,Penguin Putnam~mass
044912505X,Cinnamon Skin,john d macdonald,1983,Fawcett Books
0425188221,Shadowland,peter straub,2003,Berkley Publishing Group
0886774039,"Sun-Runner's Fire (Dragon Prince, Book 3)",melanie rawn,1994,Daw Books
0312854285,Lord of Chaos : Book Six of 'The Wheel of Time' (Wheel of Time),robert jordan,1994,Tor Books
0312890524,"Blood of the Fold (Sword of Truth, Book 3)",terry goodkind,1996,Tor Books
0812545591,The Soprano Sorceress : The first book of 'The Spellsong Cycle' (Spellsong Cycle),le modesitt jr,1998,Tor Fantasy
0345377591,"The Seeress of Kell (The Malloreon, Book 5)",david eddings,1995,Del Rey Books
0312971842,An Ocean Apart,robin pilcher,1999,St. Martin's Press
0821764039,Exposure,susan andersen,1999,Zebra Books
1558533729,"America's Dumbest Criminals : Wild and Weird Stories of Fumbling Felons, Clumsy Crooks, and Ridiculous Robbers",daniel r butler,1995,Rutledge Hill Press
0812574982,Heaven Cent (Xanth),piers anthony,2000,Tor Fantasy
0786819146,"The Eternity Code (Artemis Fowl, Book 3)",eoin colfer,2003,Miramax Kids
0446610968,Dark Inheritance,w michael gear,2002,Warner Books
0786808551,"The Arctic Incident (Artemis Fowl, Book 2)",eoin colfer,2002,Miramax Kids
0812584236,"The Farseekers (The Obernewtyn Chronicles, Book 2)",isobelle carmody,2001,Tor Books
0805462996,Letters to Baby: A Keepsake of Blessings and Wisdom for New Babies,chaz corzine,1997,Broadman & Holman Publishers
0671524208,Deep Waters,jayne ann krentz,1997,Pocket Star
8251800811,A Time for Trolls: Fairy Tales from Norway,peter c asbjornsen,1992,Arthur Vanous Co
0812507452,"People of the Sea (The First North Americans series, Book 5)",w michael gear,1994,Tor Books
067187599X,The CITY WHO FOUGHT (Brainship),anne mccaffrey,1994,Baen
0553572393,Green Mars,kim stanley robinson,1995,Spectra Books
0671877135,LAMMAS NIGHT,mercedes lackey,1996,Baen
0836228804,Poodles: A Book of Postcards,andrews mcmeel publishing,1997,Andrews McMeel Pub
0380709902,Foreign Affairs,alison lurie,1995,Quill (HarperCollins)
0440472105,RAMONA FOREVER (Ramona Quimby (Paperback)),beverly cleary,1985,Yearling
0671656767,Into Love and Out Again,elinor lipman,1988,Washington Square Press
055327953X,To Be the Best,barbara taylor bradford,1992,Bantam Books
0064405788,Wringer (Trophy Newbery),jerry spinelli,1998,HarperTrophy
0312113420,James Herriot's Cat Stories,james herriot,1994,St. Martin's Press
0679767819,The Demolished Man,alfred bester,1996,Vintage Books USA
0307119408,Just Go to Bed (Mercer Mayer's Little Critter (Paperback)),mercer mayer,2001,Golden Books
0425138232,Eye of the Storm,jack higgins,1995,Berkley Publishing Group
0394825691,Walt Disneys Winnie the Pooh and Tigger Too (Disney's Wonderful World of Reading ; 35),aa milne,1976,Random House Children's Books
0441005993,"The Long Patrol (Redwall, Book 10)",brian jacques,1999,Ace Books
0679805273,"Oh, the Places You'll Go!",dr seuss,1990,Random House Books for Young Readers
0020442106,The Last Battle (The Chronicles of Narnia Book 7),cs lewis,1970,MacMillan Publishing Company.
0064404781,Little House on Rocky Ridge (Little House),roger lea macbride,1993,HarperCollins Publishers
0590411365,Eight Tales of Terror,edgar allan poe,1991,Scholastic Paperbacks (Mm)
0689714920,Misty of Chincoteague,marguerite henry,1991,Aladdin
044100315X,"The Bellmaker (Redwall, Book 7)",brian jacques,1996,Ace Books
0440472431,Ramona and Her Mother (Ramona Quimby (Paperback)),beverly cleary,1980,Bantam Doubleday Dell
0345336038,To Ride Pegasus,anne mccaffrey,1991,Del Rey Books
0064461629,Indian Captive : The Story of Mary Jemison (Trophy Newbery),lois lenski,1995,HarperTrophy
084233226X,Desecration: Antichrist Takes the Throne (Left Behind No. 9),tim lahaye,2001,Tyndale House Publishers
0886775795,"Mind-Speakers' Call (The Ghatti's Tale, Book 2)",gayle greeno,1994,Daw Books
0886775507,"The Ghatti's Tale (Finder-Seekers, Book One)",gayle greeno,1993,Daw Books
0684856093,The 7 Habits Of Highly Effective Teens,sean covey,1998,Fireside
0380645432,Howliday Inn,james howe,1996,Avon Books
0440407079,Blubber (Yearling Books (Paperback)),judy blume,1976,Yearling
0140328742,The Wonderful Story of Henry Sugar and Six More,roald dahl,1988,Penguin USA
0380709570,Ralph S. Mouse (Cleary Reissue),beverly cleary,1993,HarperTrophy
0590629816,"The Predator (Animorphs, No. 5)",ka applegate,1996,Scholastic
0394825993,"The Shadow in the North (Sally Lockhart Trilogy, Book 2)",philip pullman,1989,Laurel Leaf
0590383892,Sirena,donna jo napoli,2000,Scholastic Paperbacks
0439286069,Freak the Mighty,rodman philbrick,2001,Scholastic Signature
0553561227,The Ugly Little Boy,isaac asimov,1993,Bantam Books
0385327943,Midnight Predator,amelia atwaterrhodes,2002,Delacorte Press
0671024337,The Watchers Guide Buffy The Vampire Slayer (Buffy The Vampire Slayer),christopher golden,1998,Simon Spotlight Entertainment
1591821541,"Demon Diary, Book 1",lee chi hyong,2003,TokyoPop
1591822408,"Under the Glass Moon, Book 1",ko yaseong,2003,TokyoPop
1588991962,Onegai Teacher Book 1,shizuru hayashiya,2003,ComicsOne Corporation
0880387548,Kendermore (Dragonlance Saga Novel: Preludes),mary kirchoff,1989,TSR
0880382678,"Test of the Twins (DragonLance Legends, Vol 3)",margaret weis,1986,TSR
0670835382,Four Past Midnight,stephen king,1990,Viking Books
1569319014,"Romance Dawn (One Piece, Volume 1)",eiichiro oda,2003,VIZ LLC
0061054151,Whirlwind (The X-Files),charles grant,1995,HarperEntertainment
0451157753,Pet Sematary,stephen king,1984,Signet Book
0451150708,Night Shift/Trucks M/TV,stephen king,1986,Signet Book
0671758721,Terms Of Endearment,larry mcmurtry,1992,Pocket
1931514917,Cowboy Bebop # 1,yutaka nanten,2002,Tokyopop
1892213664,"Clover (Clover, 1)",clamp,2001,TokyoPop
1591823269,Fake (Fake),sanami matoh,2003,TokyoPop
0451092163,The Shining (Signet Book),stephen king,1978,New Amer Library
0020442009,Horse and His Boy,cs lewis,1970,MacMillan Publishing Company.
0671017136,Halloween Rain  (Buffy the Vampire Slayer),christopher golden,1997,Simon Spotlight Entertainment
0671017128,The Harvest (Buffy the Vampire Slayer),richie tankersley cusick,1997,Simon Spotlight Entertainment
0446676098,The Notebook,nicholas sparks,1999,Warner Books
0451169514,It,stephen king,1997,Signet Book
0064405036,"The Last Battle (The Chronicles of Narnia, Book 7)",cs lewis,1994,HarperTrophy
0064405044,"The Silver Chair (The Chronicles of Narnia, Book 6)",cs lewis,1994,HarperTrophy
0064405028,"The Voyage of the 'Dawn Treader' (The Chronicles of Narnia, Book 5)",cs lewis,1994,HarperCollins
0064405001,Prince Caspian : The Return to Narnia (Narnia),cs lewis,1994,HarperCollins
006440501X,"The Horse and His Boy (The Chronicles of Narnia, Book 3)",cs lewis,1994,HarperTrophy
0064404994,"The Lion, the Witch and the Wardrobe (rpkg) (Narnia)",cs lewis,1994,HarperTrophy
067103264X,Storm of the Century: An Original Screenplay,stephen king,1999,Pocket
3423110066,Fabian Die Geschichte Enes Moralisten,erich kaestner,0,Deutscher Taschenbuch Verlag
3423011505,Die Verlorene Ehre Der Katharina Blum,heinrich boll,0,Deutscher Taschenbuch Verlag
3596259924,Die Unertragliche Leichtigkeit des Seins...The Unbearable Lightness of Being,milan kundera,1997,Distribooks Inc
019283374X,Alice's Adventures in Wonderland and Through the Looking-Glass: And What Alice Found There (Oxford World's Classics),lewis carroll,1998,Oxford University Press
337901592X,FrÃ?ÃÂ¶sche und Prinzen.,andrea brown,1997,"Reclam, Leipzig"
3257227000,Kitchen.,banana yoshimoto,1994,Diogenes Verlag
3257218370,Gottes Werk Und Teufels Beitrag,john irving,2000,Diogenes Verlag AG
3596282225,Die Nebel von Avalon. Roman.,marion zimmer bradley,2000,"Fischer (Tb.), Frankfurt"
3257233000,Witwe fÃ?ÃÂ¼r ein Jahr.,john irving,2000,Diogenes Verlag
3442726328,Die Geisha,arthur golden,2000,"Wilhelm Goldmann Verlag, GmbH"
3518368001,Neue Leiden Des Jungen,plenzdorf,0,Distribooks Int'l+inc
0684843137,ANGELA'S ASHES,frank mccourt,1997,Scribner
3442455707,MilitÃ?ÃÂ¤rmusik.,wladimir kaminer,2003,Goldmann
3518388762,Besessen,as byatt,1994,Intl Book Import Service
0312975856,The Phantom of Manhattan,frederick forsyth,2000,St. Martin's Press
3442096480,TÃ?ÃÂ¶chter des Himmels. Roman.,amy tan,1992,Goldmann
034082428X,Let's Get Physical,sherry ashworth,2001,Hodder & Stoughton General Division
0679734465,Valis,philip k dick,1991,Vintage
0486406482,Emma (Dover Thrift Editions),jane austen,1999,Dover Publications
0140053204,Travels With Charley: In Search of America,john steinbeck,1980,Penguin Books
0671739735,Velvet Angel,jude deveraux,1991,Pocket
0671702505,The Gift,julie garwood,1991,Pocket
0671739786,River Lady,jude deveraux,1991,Pocket
0553561359,Lovers,judith krantz,1995,Bantam Books
0452272785,In the Name of the Father,gerry conlon,1993,Penguin USA
006109174X,Redemption,leon uris,1996,HarperTorch
0553241605,Mila 18,leon uris,1983,Bantam Books
0679774386,Doctor Zhivago,boris pasternak,1997,Pantheon
0449214540,The Rabbi,noah gordon,1991,Fawcett Books
0553293257,Rendezvous,amanda quick,1991,Bantam
0553571907,Mischief,amanda quick,1997,Bantam Books
0553283545,Seduction,amanda quick,1990,Bantam
0553289322,Scandal,amanda quick,1991,Bantam
0553293168,Ravished,amanda quick,1992,Bantam
0380762560,Surrender My Love,johanna lindsey,1994,Avon
0380752999,Defy Not The Heart,johanna lindsey,1989,Avon
0380756277,Prisoner of My Desire,johanna lindsey,1991,Avon
0380871556,A Gentle Feuding,johanna lindsey,1984,Avon
0380750872,Secret Fire,johanna lindsey,1987,Avon
0380756293,The Magic of You (Malory Novels (Paperback)),johanna lindsey,1993,Avon
0380750864,Tender Rebel (Malory Novels (Paperback)),johanna lindsey,1988,Avon
0380814714,So Speaks the Heart,johanna lindsey,1983,Avon
0380756269,Man of My Dreams (Sherring Cross (Paperback)),johanna lindsey,1992,Avon
0380752948,Silver Angel,johanna lindsey,1999,Avon
8420441708,La Carta Esferica / The Nautical Chart (Spanish edition),arturo perezreverte,2001,"Alfaguara Ediciones, S.A. (Spain)"
0671880608,Until You,judith mcnaught,1995,Pocket
8440694350,"Circulo Magico, El",katherine neville,2000,Ediciones B
8420482013,La piel del tambor,arturo perezreverte,1998,"Alfaguara Ediciones, S.A. (Spain)"
0684853299,Morgan'S Run,colleen mccullough,2000,Simon & Schuster
0060085894,Frida : A Biography of Frida Kahlo,hayden herrera,2002,Perennial
8845210669,Il Nome Della Rosa,umberto eco,1997,Distribooks
0380725703,Love Me Forever (Sherring Cross (Paperback)),johanna lindsey,1996,Avon
0385721234,Como Agua Para Chocolate/Like Water for Chocolate,laura esquivel,2001,Anchor Books/Doubleday
0375707166,A House for Mr. Biswas,vs naipaul,2001,Vintage Books USA
1400034957,Cronica de una muerte anunciada (Vintage Espanol),gabriel garcia marquez,2003,Vintage
0380899531,Love Only Once (Malory Novels (Paperback)),johanna lindsey,1985,Avon
055329315X,Reckless,amanda quick,1992,Bantam
0142000809,Ex Libris,ross king,2002,Penguin Books
0553569406,Mistress,amanda quick,1995,Bantam Books
0425155188,Rapture in Death,jd robb,1996,Berkley Publishing Group
0812543122,Sense and Sensibility,jane austen,1995,Tor Books
842046435X,La reina del Sur,arturo perezreverte,2002,Santillana USA Publishing Company
0425157466,McNally's Puzzle (Archy McNally Novels (Paperback)),lawrence sanders,1997,Berkley Publishing Group
0380753006,Savage Thunder,johanna lindsey,1989,Avon
0140621164,Selected Tales (Penguin Popular Classics),edgar allan poe,1994,Penguin Books Ltd
006051406X,Molly Moon's Incredible Book of Hypnotism (Molly Moon Books (Hardcvoer)),georgia byng,2003,HarperCollins
034537472X,Sapphire Rose (Elenium (Paperback)),david eddings,1992,Del Rey
0812521374,Necroscope,brian lumley,1992,Tor Books
0679745688,Ripley's Game (Vintage Crime/Black Lizard),patricia highsmith,1993,Vintage Books USA
847888646X,Harry Potter y el cÃÂ¡liz de fuego,jk rowling,2001,Lectorum Publications
8478886559,Harry Potter Y El Prisionero De Azkaban,jk rowling,2001,Lectorum Publications Inc
0061020680,Mort (Discworld Novels (Paperback)),terry pratchett,2001,HarperTorch
0345436520,Mrs. Pollifax Unveiled,dorothy gilman,2000,Ballantine Books
0670030600,The Importance of Being Ernestine: An Ellie Haskell Mystery (Ellie Haskell Mysteries (Hardcover)),dorothy cannell,2002,Viking Books
0395944171,Snobbery: The American Version,joseph epstein,2002,Houghton Mifflin Company
0743457951,No Place Like Home (Holiday Classics),fern michaels,2002,Pocket
0743224914,Christmas in Plains : Memories,jimmy carter,2001,Simon & Schuster
0800718372,Flabbergasted,ray blackston,2003,Fleming H. Revell Company
1551666901,Changing Habits,debbie macomber,2003,Mira
0425184536,Murder Will Travel (Booked for Travel Mysteries),emily toll,2002,Berkley Publishing Group
0425189465,Chocolate Quake,nancy fairbanks,2003,Berkley Publishing Group
0671472569,Meridian,alice walker,1999,Simon & Schuster
1853260487,Dubliners (Classics Library (NTC)),james joyce,1999,NTC/Contemporary Publishing Company
0385497946,The Tale of Murasaki,liza crihfield dalby,2000,Doubleday Books
0140620206,Tess of the Durbervilles,hardy,0,Penguin Putnam~mass
156584100X,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,james w loewen,1995,New Press
0312971125,Crazy for You,jennifer crusie,2000,St. Martin's Press
0380733374,Silhouette In Scarlet: A Vicky Bliss Mystery,elizabeth peters,2000,Avon
0451192001,How Stella Got Her Groove Back,terry mcmillan,1997,Signet Book
0446530085,The Bondwoman's Narrative,hannah crafts,2002,Warner Books
0515115029,Happy Are the Poor in Spirit (Blackie Ryan Novels),andrew m greeley,1997,Jove Books
1573222038,Fingersmith,sarah waters,2002,Riverhead Hardcover
0380718421,Name Withheld: A J.P. Beaumont Mystery,ja jance,1997,Avon
0345421248,The Alpine Menace (Emma Lord Mysteries),mary daheim,2000,Fawcett Books
0312205406,Hot Six (A Stephanie Plum Novel),janet evanovich,2000,St. Martin's Press
051510566X,The Cat Who Lived High,lilian jackson braun,1991,Jove Books
0373218443,Navy Wife (Silhouette Romance),debbie macomber,2003,Silhouette Books
0380815613,Suture Self (Bed-And-Breakfast Mysteries (Paperback)),mary daheim,2002,Avon
0380769336,Dune to Death (Bed-And-Breakfast Mysteries (Paperback)),mary daheim,1999,Avon
1551660520,Promise Me Forever,debbie macomber,1995,Mira
0684843102,Hotel of the Saints,ursula hegi,2001,Simon & Schuster
0842332251,The Mark: The Beast Rules the World (Left Behind #8),tim lahaye,2000,Tyndale House Publishers
0756400856,"Exile's Honor: A Novel of Valdemar (Daw Books Collectors, No. 1235)",mercedes lackey,2002,Daw Books
0842329153,Soul Harvest: The World Takes Sides (Left Behind #4),tim lahaye,1998,Tyndale House Publishers
0842329145,Nicolae: The Rise of Antichrist (Left Behind #3),tim lahaye,1997,Tyndale House Publishers
038533558X,Gone For Good,harlan coben,2002,Delacorte Press
0842329137,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind #2),tim lahaye,1996,Tyndale House Publishers
0373835124,Darling Daughters,debbie macomber,2002,Harlequin
0671756443,NEON RAIN : A Dave Robicheaux Novel,james lee burke,1992,Pocket
0525935835,A Cat's Little Instruction Book,leigh w rutledge,1993,Dutton Books
0743417593,Devil's Knot : The True Story of the West Memphis Three,mara leveritt,2002,Atria Books
0842329110,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),tim lahaye,1995,Tyndale House Publishers
0671025589,"Weep No More, My Lady",mary higgins clark,1998,Pocket
0515120898,The Pull of the Moon,elizabeth berg,1997,Jove Books
0380813394,Beautiful Child,torey l hayden,2002,William Morrow & Company
039914787X,Valhalla Rising (Dirk Pitt Adventures (Hardcover)),clive cussler,2001,G. P. Putnam's Sons
1551667967,Dead End,helen myers,2001,Mira
0849911796,The Visitation,frank peretti,1999,Word Publishing
0446522740,The Celestine Vision: Living the New Spiritual Awareness,james redfield,1997,Warner Books
